outcome,Trend,category,b_APOMO95445,pval_APOMO95445,b_CD276,pval_CD276,b_Dementia ,pval_Dementia ,b_Dementia in Alzheimer disease ,pval_Dementia in Alzheimer disease ,b_Dementia in other diseases classified elsewhere ,pval_Dementia in other diseases classified elsewhere ,b_EGFRP00533,pval_EGFRP00533,b_GDF15Q99988,pval_GDF15Q99988,b_GHRLQ9UBU3,pval_GHRLQ9UBU3,b_LGALS4P56470,pval_LGALS4P56470,b_Unspecified dementia ,pval_Unspecified dementia ,b_Vascular dementia ,pval_Vascular dementia ,b_demenitameta,pval_demenitameta,pval_anycause
2-hydroxyhippurate (salicylurate) levels ,met1400,5,-0.049238775,0.221066429399942,0,1,0,1,0,1,0,1,0.021164406951339,0.738849871293274,-0.049633398,0.348182058679494,0.0006837185782039,0.988751796899604,-0.074305631,0.0769697044194586,0,1,0,1,0,1,1
2-hydroxyhippurate levels ,met1400,5,0.0624397451488697,0.184806517221132,0,1,0,1,0,1,0,1,0.0363043151725926,0.578748673472456,0.0397577275698433,0.468886305133438,0.0484493221215415,0.368504930351077,-0.029715892,0.540206282289706,0,1,0,1,0,1,1
2-hydroxyoctanoate levels ,met1400,5,-0.02411439,0.56538006559334,0,1,-0.007450617,0.906153073734545,-0.036601407,0.660076947076446,0.0733152290092977,0.665311988461968,0.046574052371837,0.521269151304936,0.0650266117018447,0.307331497716422,0.0654374238132234,0.194111229143847,0.018840928141801,0.693451517953211,-0.041461175,0.796599776521185,-0.058630227,0.615739447797323,0,1,1
2-hydroxypalmitate levels ,met1400,5,0.0397298774651344,0.331158053040835,0.0083736210004283,0.808257651230123,0,1,0,1,0,1,-0.088083188,0.297574266454142,-0.001639823,0.975591263932765,-0.012884267,0.805897441255947,-0.036100777,0.416317207211545,0,1,0,1,0,1,1
2-hydroxyphenylacetate levels ,met1400,5,-0.090874311,0.0610568148308524,0,1,0.0205233933088972,0.695628860175401,0.0719029758718103,0.41337383212883,-0.080626793,0.786220594939088,0.0038092440218203,0.958733529472735,0.0747612046333074,0.169769697197016,0.0430809458826992,0.388867265202522,-0.002114536,0.973255022046528,0.0900463733070748,0.38499677992564,0.013345564094941,0.966523117605284,-1.062006252,0.563113927989124,1
2-hydroxysebacate levels ,met1400,5,0.0037320968797683,0.943008195932652,-0.06330989,0.0722328850032481,0.0399544532456762,0.320849894753192,0.0846317829648524,0.208094607905239,0.0994533845896995,0.4753024661723,0.0550988498486728,0.466551854197898,0.018688155102289,0.733515107757301,0.121765984603771,0.0349822772078714,0.0211448620592489,0.711827138034015,0.0665121017741589,0.403301652759066,-0.016364617,0.865391317756423,0.932845874363848,0.0027723822216899,0.0027723822216899
2-hydroxystearate levels ,met1400,5,-0.020754776,0.615618139614076,0.0303751649517142,0.389285304855808,0,1,0,1,0,1,-0.103712454,0.244115021767296,0.0341697211686029,0.529114555681236,-0.026485106,0.594247493705873,-0.018303336,0.702452816209822,0,1,0,1,0,1,1
2-ketocaprylate levels ,met1400,5,-0.019056407,0.649568074466266,0.0259153759601261,0.465060107663726,0.0227660455091152,0.528824846579527,0.0400549032741654,0.577234249621205,0.14378058448414,0.235222707323901,0.054616991066004,0.410836113000735,0.0503402777795622,0.465845559600344,0.0713337731156507,0.158069300577994,-0.001941493,0.964383491164418,0.0014757952619425,0.983554856848722,-0.071383395,0.339847549263748,-1.653539191,0.51831438535923,1
2-linoleoylglycerol (18:2) levels ,met1400,5,0.0422637587156533,0.381833714684209,0,1,0,1,0,1,0,1,0.0657615758212099,0.418411015802492,0.0571414491621087,0.471668897834476,0.145298307524548,0.0181461048546406,-0.002928193,0.951875929490623,0,1,0,1,0,1,1
2-methoxyhydroquinone sulfate (1) levels ,met1400,5,0.0442077087388678,0.340488321743571,-0.069989216,0.0540626028926585,0,1,0,1,0,1,-0.025516203,0.704672177625283,-0.010966552,0.845469861057725,0.0531396839288822,0.347686028957717,-0.077572557,0.116482781187324,0,1,0,1,0,1,1
2-methoxyhydroquinone sulfate (2) levels ,met1400,5,0.0547995342475996,0.309325939336706,0,1,0,1,0,1,0,1,0.0406773031395567,0.652833768063814,0.0009563509886763,0.988223064963553,0.088725305574724,0.155018296317446,-0.046046695,0.333689189377582,0,1,0,1,0,1,1
2-methoxyresorcinol sulfate levels ,met1400,5,-0.007307258,0.881193771503951,0,1,0,1,0,1,0,1,0.0108922318026538,0.887578493442709,0.0140751061176273,0.869143094827583,-0.009338012,0.88695710523942,0.0197382392081468,0.682617678930285,0,1,0,1,0,1,1
2-methylserine levels ,met1400,5,-0.022899571,0.613838023609883,0,1,0,1,0,1,0,1,-0.095820636,0.178482249471912,0.0379024912597746,0.507286109917488,0.104572998238182,0.0411998487372293,-0.02010388,0.622605803406198,0,1,0,1,0,1,1
2-naphthol sulfate levels ,met1400,5,-0.016261703,0.703130883577723,0,1,0,1,0,1,0,1,0.0435635490649301,0.589471916221875,-0.060268931,0.283051726238401,-0.051410358,0.331227364707295,0.018029631086711,0.660142550404769,0,1,0,1,0,1,1
2-o-methylascorbic acid levels ,met1400,5,0.0065870265951979,0.906182991802509,0.009301246841592,0.785120851616075,-0.026877707,0.233844717423217,0.0118149627228021,0.8204593111836,-0.077718351,0.36642993759982,0.133567247688505,0.12278522233388,0.0041292411082727,0.936068507275394,0.0081872623003506,0.862346835928311,0.0523523949965132,0.251789067985144,-0.062121794,0.163598088962552,-0.049327613,0.35883155855777,0.570129693691097,0.0037775760144939,0.0037775760144939
2-oxoarginine levels ,met1400,5,-0.002454737,0.959544263527068,0,1,-0.103284806,0.456046048554834,-0.103239999,0.49963077791501,-0.187583188,0.551855447142393,-0.142406658,0.0601615637614836,0.0984772343324476,0.0939795206321418,0.111365296952554,0.0237526579135867,-0.016021914,0.682962673749383,-0.066587191,0.710391180864451,-0.386150376,0.0740955378184793,-1.209420976,0.0804422933144897,1
2-palmitoleoyl-GPC (16:1) levels ,met1400,5,0.0283536577713091,0.636683861163719,0,1,0,1,0,1,0,1,-0.05752952,0.474721388335504,0.032351513613514,0.586641821829551,0.0415286032859438,0.536230067622419,0.0097876540755803,0.822114775,0,1,0,1,0,1,1
2-palmitoyl-GPC (16:0) levels ,met1400,5,0.078538275532522,0.253451072945691,-0.032499477,0.441617450011439,0,1,0,1,0,1,-0.008083027,0.913305223695251,0.014602800443614,0.789953935320165,0.0955697079777698,0.0596359909206347,-0.00297358,0.940704295454575,0,1,0,1,0,1,1
2-piperidinone levels ,met1400,5,0.0150543879935726,0.713324729327816,0,1,0,1,0,1,0,1,-0.044111162,0.512380828593771,-0.009979501,0.88275718394912,-0.034900716,0.561484137861033,0.0194819355854668,0.619642937019231,0,1,0,1,0,1,1
2-stearoyl-GPE (18:0) levels ,met1400,5,0.0209735883660846,0.732301609323967,-0.02860375,0.433426606493241,-0.158515916,0.0928565545704459,-0.107461322,0.226932183584027,-0.284320933,0.124537165816211,0.0302841005256483,0.675585099623674,0.0138136595757683,0.802597381897152,0.0201007649531427,0.725241654674371,0.0555154632080527,0.168381455813688,-0.169667985,0.107013797494399,-0.043537753,0.731350486485218,1.64296197558629,0.381118156301513,1
21-hydroxypregnenolone disulfate levels ,met1400,5,-0.010484628,0.863999533903595,0,1,-0.001193352,0.968234295673146,-0.002802394,0.963584096758255,0.134602205943352,0.183019807584382,-0.030130093,0.666608829070287,-0.090305519,0.0802417063795522,-0.002554426,0.96100612186297,-0.014990474,0.690649036899477,-0.016000945,0.848931141065385,-0.054049155,0.42743528029328,0.957199880135143,0.0076826688684091,0.0076826688684091
3-(3-amino-3-carboxypropyl)uridine levels ,met1400,5,0.0679284359840434,0.0909975823156026,0,1,-0.181245534,0.0184723494416396,-0.271980187,0.0355430474453293,-0.331699208,0.210419737368763,0.0538669103943704,0.391814093766216,0.0988215241530616,0.0907385496960001,-0.005034217,0.922002850609712,0.0264997638354477,0.714830428034378,-0.217537922,0.154489252086835,-0.182649273,0.322679533034338,0,1,0.0184723494416396
3-(3-hydroxyphenyl)propionate levels ,met1400,5,0.0948568507126061,0.0322530426321064,0,1,0,1,0,1,0,1,0.0354839688457971,0.62644059115356,0.0338786212058749,0.561028953013702,0.0198435468972405,0.713809924168692,-0.042784068,0.355295449381575,0,1,0,1,0,1,1
3-(3-hydroxyphenyl)propionate sulfate levels ,met1400,5,0.0948293198667911,0.0794962832390577,0,1,0,1,0,1,0,1,-0.058756602,0.452946870423937,0.0928401766442513,0.154437825724941,0.0453002343931754,0.473746164236393,0.0061923419802041,0.897018501357842,0,1,0,1,0,1,1
3-(4-hydroxyphenyl)lactate levels ,met1400,5,-0.028480592,0.563024128774587,0,1,-0.00556559,0.971794548427262,0.0469618975556038,0.731630510688083,-0.1688091,0.422374054347898,-0.07660631,0.242514684377197,0.0372373099706309,0.493118481365406,0.0115721682541803,0.848188832734638,-0.003403701,0.92807021557756,0.0008209857444665,0.994524578306794,-0.03405994,0.889854447474482,0.494260064003948,0.122303459940356,1
3-Hydroxybutyrate levels ,met1400,5,-0.068843177,0.122305320208133,0,1,0,1,0,1,0,1,-0.013995945,0.894000103730989,0.0216821309282813,0.688643300449647,-0.03831463,0.475713633711629,0.0423981177544852,0.282724399676335,0,1,0,1,0,1,1
3-acetylphenol sulfate levels ,met1400,5,-0.049662973,0.278212766004144,-0.017402281,0.650546317082737,0,1,0,1,0,1,-0.058172862,0.511315599956239,0.0390453985616863,0.576498778672126,-0.012554374,0.843074112436205,-0.096608639,0.19932801236029,0,1,0,1,0,1,1
3-amino-2-piperidone levels ,met1400,5,-0.040107432,0.472841300096553,-0.045804533,0.244139668084694,0.0579332910440178,0.421416795251564,-0.031495701,0.794100951058265,-0.168225091,0.502224594789265,-0.050462936,0.66477120476575,-0.041440544,0.452666677900042,0.13619503466225,0.0047584888504364,0.0280373044602926,0.460545214644153,0.182513244333116,0.200304179010897,0.254750580941236,0.138408508164564,1.4862593351135,0.467312468735281,1
3-aminoisobutyrate levels ,met1400,5,0.0445894552609519,0.289388307103457,-0.007829794,0.817924193488445,0.0215297893453639,0.250820502084612,-0.004461387,0.890696538023672,-0.084294213,0.132341580961118,0.138691151060861,0.0297127544213809,0.0096575127004652,0.85392609131948,0.069985608623479,0.2017764579102,0.0404663048043016,0.409000728302909,0.0144665195465335,0.702778310168289,0.0293297439840089,0.519486902970896,1.2852821245226,0.0011372328234483,0.0011372328234483
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP) levels ,met1400,5,0.0121917805893881,0.76826534485845,-0.034111119,0.38475379255454,-0.011610639,0.782766446205107,0.0289883835641498,0.683216173517431,-0.130834756,0.370376941706952,-0.01462211,0.820507501830497,0.0561580426735516,0.298976920277287,0.0088410803888839,0.866391761616676,-0.012063883,0.797017053786645,-0.078704583,0.570522143702407,-0.071812082,0.472386056259373,0,1,1
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (cmpf) levels ,met1400,5,-0.030998962,0.467140754821845,0.040944678521399,0.230815715857439,0,1,0,1,0,1,-0.026933949,0.681290308005637,0.0175869714971794,0.811203474700375,0.0980097727137697,0.0444072558846763,-0.066588472,0.0857326580871979,0,1,0,1,0,1,1
3-ethylcatechol sulfate (1) levels ,met1400,5,-0.016423287,0.716765557141134,-0.047855785,0.207789516505911,0,1,0,1,0,1,-0.113945145,0.158847536844038,0.0589693687831032,0.31987822566416,-0.025679908,0.660667539847446,-0.055833644,0.195156473813013,0,1,0,1,0,1,1
3-ethylcatechol sulfate (2) levels ,met1400,5,-0.045802055,0.404631992824783,0,1,0,1,0,1,0,1,-0.072851734,0.433130336063582,0.0418875074737642,0.596104460072778,-0.025296084,0.696868127526691,-0.036185091,0.63197958935639,0,1,0,1,0,1,1
3-formylindole levels ,met1400,5,-0.048339553,0.306696934239185,-0.021836866,0.625610731618411,-0.007625948,0.797249107495015,0.0023659956811214,0.960374252478145,-0.080796263,0.513490555025654,-0.041040142,0.607501851672309,-0.003039416,0.952909866116656,0.104003158914307,0.0578648896162949,-0.029551074,0.43136658508835,-0.027073047,0.650676533910278,-0.017827988,0.835092050704425,-3.014866473,0.0004587847936396,0.0004587847936396
3-hydroxy-2-ethylpropionate levels ,met1400,5,-0.042989705,0.336897218624595,-0.052506799,0.128683015440999,-0.050564937,0.41907350984015,-0.186058785,0.0759786137422609,-0.102936348,0.63652894860633,-0.021218631,0.740362061698581,0.0635377262759632,0.29044640510417,-0.077857217,0.113753475708101,0.0060214673252887,0.877904479686697,-0.249103504,0.0439079391448054,-0.079552091,0.593547323666844,0,1,0.0439079391448054
3-hydroxy-2-methylpyridine sulfate levels ,met1400,5,-0.047330993,0.282432857251342,0,1,0,1,0,1,0,1,-0.006358794,0.926966696496877,0.0399434680359258,0.553611999988197,0.0445040498803918,0.430713550624779,-0.073293781,0.124779773795821,0,1,0,1,0,1,1
3-hydroxy-3-methylglutarate levels ,met1400,5,-0.009664902,0.806110321451626,-0.042780051,0.209055164658321,0,1,0,1,0,1,0.0207632006354831,0.81790545824502,0.083309016339043,0.104695012069664,0.0500753938140699,0.330041828857779,0.0200014539077376,0.605244230733456,0,1,0,1,0,1,1
3-hydroxybutyroylglycine levels ,met1400,5,-0.073614542,0.0630398324440686,0.0124819782257969,0.705059555776894,-0.026820796,0.764081539471034,-0.0382878,0.778251686493747,-0.089944387,0.378602934862129,0.0845560195374662,0.216639373772474,0.0407652422174803,0.431705800707697,-0.016172342,0.761121471021913,0.0294631157783017,0.431298133062233,0.0439805340826134,0.742315820382265,-0.021853715,0.883188414906714,-0.361924188,0.492953589430726,1
3-hydroxydecanoate levels ,met1400,5,-0.047042633,0.295559153359759,0,1,0,1,0,1,0,1,-0.036452407,0.690304209838314,0.087917399374284,0.0979986622136984,-0.04712536,0.348383601131749,-0.004730563,0.918185248742456,0,1,0,1,0,1,1
3-hydroxydecanoylcarnitine levels ,met1400,5,0.0049970453985585,0.901331093092424,-0.012573554,0.749617580700842,0,1,0,1,0,1,-0.012079042,0.877665955828608,0.037250591341392,0.483307627567315,0.0005001650102157,0.991786624841556,-0.018348429,0.635330924264794,0,1,0,1,0,1,1
3-hydroxydodecanedioate levels ,met1400,5,-0.10450805,0.0243642149958162,-0.019873258,0.590060159807657,0,1,0,1,0,1,-0.01984318,0.771210173356381,0.066600551374516,0.243148439982628,-0.074436892,0.170407253932982,0.062372198059882,0.173505496712243,0,1,0,1,0,1,1
3-hydroxyhexanoate levels ,met1400,5,-0.089992402,0.0302793105732954,-0.037850504,0.301286242830642,0,1,0,1,0,1,-0.043180416,0.495721392999395,0.0705931849700157,0.20048097035562,-0.10331957,0.0340308465734398,0.018236795879401,0.638305766275137,0,1,0,1,0,1,1
3-hydroxyhexanoylcarnitine (1) levels ,met1400,5,-0.042148219,0.379433843632883,0.0191422910863478,0.570277608336066,-0.02534594,0.802633788105373,-0.001310433,0.993487257931421,-0.191405782,0.298691909229579,0.0170430552439899,0.784842069142005,0.0206649449850678,0.775673974877789,-0.013313923,0.792332779664771,-0.011783199,0.757945453965414,0.0709535546118953,0.669464634325017,0.0246462762946667,0.914449469669387,3.34699076636608,0.150080838491375,1
3-hydroxyisobutyrate levels ,met1400,5,-0.022234054,0.611163128233513,-0.045385037,0.200143030472344,0,1,0,1,0,1,-0.008160972,0.922017348411589,-0.026476385,0.629935323576856,0.0427976163866746,0.469976292241927,0.0265014155798477,0.509015629922306,0,1,0,1,0,1,1
3-hydroxyisobutyrate to adenosine 5'-diphosphate (ADP) ratio ,met1400,5,-0.003165246,0.955430135265479,-0.036882757,0.439354023477074,0,1,0,1,0,1,-0.063835528,0.468464751687325,-0.006870936,0.924877312377581,-0.11412124,0.100254185129483,0.0990292882243989,0.158336226801739,0,1,0,1,0,1,1
3-hydroxyisobutyrate to phosphate ratio ,met1400,5,-0.026121576,0.614956684092136,-0.041466148,0.237302069646799,0,1,0,1,0,1,0.0508855133759318,0.511930318079898,0.0218608640945621,0.687854980685398,0.0509396115130476,0.365471430812875,0.0060542837246791,0.878902282642118,0,1,0,1,0,1,1
3-hydroxylaurate levels ,met1400,5,-0.026582422,0.51144983810758,-0.003141407,0.933908455770174,0,1,0,1,0,1,-0.017454678,0.849400950396785,0.0409737754742667,0.457131784110329,-0.014535977,0.772667826532078,0.0056557416486501,0.897990501302467,0,1,0,1,0,1,1
3-hydroxymyristate levels ,met1400,5,-0.012148082,0.763661881779532,-0.005679561,0.867948780539979,0,1,0,1,0,1,-0.009041557,0.920701746585088,0.0641399936004943,0.328164315785866,-0.008739425,0.863474423122437,0.0159533134303304,0.727389132363436,0,1,0,1,0,1,1
3-hydroxyoctanoate levels ,met1400,5,-0.043304974,0.317364961043146,-0.038149941,0.268055972042314,0,1,0,1,0,1,0.0068601167189267,0.941450829895992,0.0856523080619794,0.109222574527321,-0.047126706,0.356396347169053,0.0078596509760875,0.840457204423317,0,1,0,1,0,1,1
3-hydroxyoctanoylcarnitine (1) levels ,met1400,5,-0.021877542,0.597921597033321,-0.011611046,0.748406669416728,0,1,0,1,0,1,-0.009109684,0.908659486425035,0.0199584581050751,0.707694699046447,-0.013425729,0.782911792045942,-0.01423859,0.713627977538723,0,1,0,1,0,1,1
3-hydroxyoctanoylcarnitine (2) levels ,met1400,5,-0.040297373,0.401207725048446,0.0001221594456673,0.997486339817522,0,1,0,1,0,1,-0.037836394,0.668856569766536,0.0062710273320143,0.911355709543376,-0.045726338,0.348907944770388,-0.024238953,0.532817605042292,0,1,0,1,0,1,1
3-hydroxyoleoylcarnitine levels ,met1400,5,-0.016784118,0.686150139428429,-0.031134588,0.448771910857993,0,1,0,1,0,1,-0.050035837,0.510281210533369,-0.037965614,0.488416773673849,-0.082328648,0.102157884349397,-0.007448456,0.852566203559915,0,1,0,1,0,1,1
3-hydroxyphenylacetoylglutamine levels ,met1400,5,-0.183010442,0.0003399558438509,-0.033365193,0.44572060420686,0,1,0,1,0,1,0.0310814190159591,0.755559481383775,-0.026747033,0.685355992704283,0.0313405991194682,0.606294571339021,0.0463612625207438,0.340394354087398,0,1,0,1,0,1,1
3-hydroxypyridine glucuronide levels ,met1400,5,-0.114114667,0.0337550288067965,0,1,0,1,0,1,0,1,-0.053597678,0.488067550951364,0.0924843500592429,0.160589791294086,-0.006876688,0.908239075830151,-0.044285529,0.389498984056098,0,1,0,1,0,1,1
3-hydroxypyridine sulfate levels ,met1400,5,0.0040380240848829,0.921704142248739,-0.041216409,0.235400651013149,0,1,0,1,0,1,0.0093617348706493,0.910588759836834,0.0011986377590203,0.985063942327139,0.0455963436826518,0.423846104339962,-0.076831473,0.109431692492029,0,1,0,1,0,1,1
3-hydroxysebacate levels ,met1400,5,-0.065470787,0.186257426891591,-0.060366713,0.0947746991906022,0.0030165686017598,0.955969170349857,0.0068652959250094,0.944733808278988,0.147510762520694,0.498650987324861,0.0633618369397346,0.38266725420276,0.0610322469674593,0.276927463769429,-0.037758501,0.489237858971934,0.0464640760962141,0.256625346960247,-0.095646411,0.594516918850207,-0.043664604,0.731784351977335,0,1,1
3-indoleglyoxylic acid levels ,met1400,5,-0.055321835,0.283734971183095,0,1,-0.015626396,0.702601506855072,0.0028734955703093,0.972488535893663,-0.154581787,0.343173701517997,-0.045319894,0.491977244288898,0.0449857327029606,0.432775811579209,0.0545742161097023,0.331377118115402,0.0107050989975013,0.842288465136986,-0.044581366,0.654412022518826,-0.029545304,0.805366837142848,0,1,1
3-indoxyl sulfate levels ,met1400,5,-0.046676649,0.257121490777553,0.0335835269223956,0.333780822165294,0,1,0,1,0,1,0.0168471074560045,0.799193256661106,0.0654955552672446,0.378765429032719,0.0626778891822973,0.33341989761888,-0.064989815,0.133950758084101,0,1,0,1,0,1,1
3-methoxycatechol sulfate (1) levels ,met1400,5,-0.027988112,0.501951305225948,0,1,0,1,0,1,0,1,0.0123595848737635,0.880866580891175,0.0426951751785542,0.43932276724484,0.0077848719312298,0.904581983144509,-0.048248621,0.239116438036488,0,1,0,1,0,1,1
3-methoxycatechol sulfate (2) levels ,met1400,5,0.0227635918495841,0.613258271430824,0,1,0,1,0,1,0,1,0.0342165898793237,0.618208126623425,-0.032060919,0.671548309985993,0.0635623107056224,0.259212636944732,-0.087857785,0.0365537207949106,0,1,0,1,0,1,1
3-methoxytyramine sulfate levels ,met1400,5,-0.021225661,0.670171505529151,0,1,0,1,0,1,0,1,-0.036986406,0.641782506325965,-0.019648117,0.766677167502816,0.0946730853965231,0.121522173764522,0.0849458850202565,0.0804585680836569,0,1,0,1,0,1,1
3-methoxytyrosine levels ,met1400,5,0.0196989093132131,0.625417069077433,-0.021933392,0.509956598899883,-0.008102631,0.891788990180107,0.120153887704202,0.203918125208378,-0.164192886,0.193800460990111,-0.009445913,0.897464175801086,-0.08302298,0.106103651714535,0.0524014418077299,0.36039750699651,0.0589164543018746,0.298124616315338,0.0067272844643484,0.934228731298577,-0.100449073,0.308616008326529,2.02820117557451,0.0576288841325281,1
3-methyl catechol sulfate (1) levels ,met1400,5,0.0244298401121568,0.555684060981435,-0.054926826,0.117474962458941,0,1,0,1,0,1,-0.020927503,0.753999271347533,-0.009358011,0.894604635212863,0.0405624409476749,0.547434538375275,-0.084594942,0.0859380958933415,0,1,0,1,0,1,1
3-methyl catechol sulfate (2) levels ,met1400,5,-0.029559247,0.534727532749877,-0.062017581,0.119042392189173,0,1,0,1,0,1,0.0017104487824131,0.985911195610354,0.117015489584927,0.0624412879091403,0.001238981699925,0.983991002152767,-0.033613188,0.530035992855298,0,1,0,1,0,1,1
3-methyl-2-oxobutyrate levels ,met1400,5,-0.012650587,0.808484102034638,0,1,0,1,0,1,0,1,-0.022904447,0.792542637578696,0.0157290870276464,0.782487470575797,-0.066801365,0.256720251029547,-0.025535032,0.519359007270718,0,1,0,1,0,1,1
3-methyl-2-oxovalerate levels ,met1400,5,-0.005947762,0.902555237019661,0,1,0,1,0,1,0,1,-0.067214266,0.348904313976096,0.0009275787072707,0.985987575604975,-0.032949659,0.495943874099482,-0.01917341,0.659992270990749,0,1,0,1,0,1,1
3-methyl-2-oxovalerate to 3-methyl-2-oxobutyrate ratio ,met1400,5,-0.003844498,0.925058489234573,-0.001593501,0.968877715517173,0,1,0,1,0,1,0.0058022214853833,0.932296720220257,-0.05624467,0.295291389598486,0.0276944235248886,0.574243285561641,0.0282014072850151,0.507284302396681,0,1,0,1,0,1,1
3-methyl-2-oxovalerate to 4-methyl-2-oxopentanoate ratio ,met1400,5,-0.016796593,0.685271422905506,0,1,0,1,0,1,0,1,-0.01235944,0.861949477070128,-0.034703944,0.523721405437359,0.0093051832377285,0.868694792543984,0.0564222719313008,0.400850979932423,0,1,0,1,0,1,1
3-methyladipate levels ,met1400,5,-0.120804299,0.0058814712293032,-0.028137528,0.448320147664232,0,1,0,1,0,1,-0.053449235,0.482657740720678,0.0176644338982315,0.758087027183233,-0.015903495,0.762587609925841,0.0401984157549163,0.396242670556164,0,1,0,1,0,1,1
3-methylcytidine levels ,met1400,5,-0.041133642,0.307266580403295,0,1,0.0212189647585083,0.200055711550842,0.0534915613687708,0.0534733970641052,0.003732141414999,0.948264167262571,-0.016908367,0.851156342577329,-0.034612143,0.501778997694679,-0.038584387,0.417443715206422,0.079592341955027,0.0339910135490404,0.009449436735469,0.773449788031477,-0.028851924,0.467964975997836,0.0399044005333152,0.85380992038724,1
3-methylglutaconate levels ,met1400,5,0.0251047109841561,0.665578080715532,-0.006955683,0.864498142279371,-0.039595756,0.247938537938409,-0.061368632,0.129923977212647,-0.065016254,0.377373543599503,0.0841308535779191,0.269551935099181,-0.036782786,0.51816129846068,0.0863999177654617,0.0743881866094977,-0.002176116,0.954475486973904,-0.021653331,0.714998756050237,-0.020907994,0.727767701049563,-0.104419897,0.867806185747491,1
3-methylglutarylcarnitine (2) levels ,met1400,5,-0.011015086,0.794928103756956,0,1,-0.01351524,0.68727211126646,-0.02387073,0.657518289614742,-0.051579061,0.484610183099121,-0.00052,0.993560153996753,-0.078982712,0.214501968678959,0.0504483874134918,0.290294776215538,0.0044497536488201,0.926718343925588,0.0098849282588042,0.831362213682384,-0.017377507,0.823290403878199,0.82857637021333,0.0875308824813226,1
3-methylhistidine levels ,met1400,5,-0.055949369,0.175749834191124,0.0178806839708403,0.608710132037999,0,1,0,1,0,1,-0.009427,0.89113256180865,0.0075253121470825,0.904693828426233,0.0345380472312704,0.488272619750066,-0.070320577,0.0758486971443187,0,1,0,1,0,1,1
3-methylxanthine levels ,met1400,5,0.0180234107117017,0.668425855637007,0,1,0,1,0,1,0,1,0.0053792444411268,0.934744580124138,0.106333428604906,0.0539195897810362,0.0886362592642345,0.080624849069701,0.0309841815583243,0.567844990233656,0,1,0,1,0,1,1
3-phenylpropionate hydrocinnamate levels ,met1400,5,-0.049072518,0.45390649526898,0,1,0,1,0,1,0,1,0.010674399948843,0.889945357637578,0.0175608254937069,0.750504934921505,0.0349663056305903,0.567994635508722,-0.090269438,0.0250229325187062,0,1,0,1,0,1,1
3-phosphoglycerate levels ,met1400,5,0.0209538768741254,0.693835957571392,0,1,0,1,0,1,0,1,-0.032073529,0.627897597881785,-0.112659692,0.0401759810985636,-0.015259581,0.775512028695373,-0.006818654,0.891734107747602,0,1,0,1,0,1,1
3-phosphoglycerate to adenosine 5'-diphosphate (ADP) ratio ,met1400,5,0.0127665395247182,0.843186559456673,-0.046909084,0.400716368847604,0,1,0,1,0,1,-0.07489417,0.388628825984465,-0.138701389,0.0545443371230909,-0.109570283,0.105248951854397,0.0496320758446682,0.351296059847956,0,1,0,1,0,1,1
3-phosphoglycerate to glycerate ratio ,met1400,5,-0.011397652,0.796196052995093,-0.061398462,0.0817449985031185,0,1,0,1,0,1,-0.03662626,0.616019641918651,-0.107843485,0.0493449861121352,0.0258042840192408,0.680195072665154,0.0148590562110839,0.748931185986708,0,1,0,1,0,1,1
3-phosphoglycerate to phosphate ratio ,met1400,5,-0.01219911,0.801795649976362,-0.089216448,0.0106744878290011,0,1,0,1,0,1,0.0429461145914424,0.506898120907469,-0.0559661,0.302290488157491,-0.007277928,0.88489082418184,-0.023577387,0.606988380669433,0,1,0,1,0,1,1
3-ureidopropionate levels ,met1400,5,0.0172691184251693,0.731620293607858,0,1,0,1,0,1,0,1,-0.068098861,0.376017125067135,0.0554892806475284,0.343818858839872,-0.02225991,0.652287563410636,-0.035179605,0.399587962709292,0,1,0,1,0,1,1
3b-hydroxy-5-cholenoic acid levels ,met1400,5,-0.054503396,0.400380731793696,0,1,0,1,0,1,0,1,-0.151372517,0.0536817231955045,-0.062145742,0.301713800526369,-0.01446682,0.804430931484838,-0.084425802,0.0545240822489176,0,1,0,1,0,1,1
3beta-hydroxy-5-cholestenoate levels ,met1400,5,0.0166603477384538,0.71744495384402,-0.008562093,0.810225118415814,0.0089036318456317,0.761859418525773,-0.037929652,0.441040087092754,-0.059318394,0.738439600671001,-0.016394239,0.831151207852385,-0.090932725,0.0971132461785201,0.0041262203223075,0.940536994435124,-0.071312248,0.0745276481192927,-0.003694315,0.954075216235744,0.0177297647517656,0.799776587876993,0.456401399988195,0.76379060554709,1
4-acetamidobutanoate levels ,met1400,5,-0.015531825,0.754423747476665,0,1,-0.041666244,0.23565255734671,0.0256760222679231,0.663623511942756,0.0531270988573405,0.664395003305055,0.0176316506528198,0.775170481393625,0.022061246329471,0.74189189433484,0.095733870590592,0.0825857155575263,0.116727366161676,0.0022526339099717,-0.003675263,0.957832440349728,-0.048531269,0.562850455806983,-0.27102823,0.282885676032438,1
4-acetaminophen sulfate levels ,met1400,5,-0.074668006,0.191572994793871,-0.021495519,0.659218669944193,0,1,0,1,0,1,0.173053473503665,0.0532105671435065,-0.03357957,0.658882974699012,0.0172784263250052,0.821471317765218,0.0346449840476008,0.531957756707041,0,1,0,1,0,1,1
