Row_Name,PhecodeString,coef,lower_CI,upper_CI,pvalue,PhecodeCategory
EGFR,peas_sweetcorn_0,0.349903168,-2.336331178,3.036137513,0.798498156,Food intake
GHRL,peas_sweetcorn_0,-0.261930572,-0.819671989,0.295810844,0.35736769,Food intake
GDF15,pizza_0,0.657004621,-2.507478341,3.821487583,0.68407565,Food intake
LGALS4,pizza_0,-0.01076202,-2.592302033,2.570777993,0.993480971,Food intake
APOM,pizza_0,3.877918661,-1.049133752,8.804971074,0.122967124,Food intake
EGFR,pizza_0,3.781277855,-4.439553474,12.00210918,0.367347072,Food intake
GHRL,pizza_0,0.132571684,-1.557850296,1.822993665,0.87784233,Food intake
GDF15,pork_0,0.233647507,-1.286236114,1.753531128,0.763194599,Food intake
LGALS4,pork_0,0.144376303,-1.101200957,1.389953563,0.820289014,Food intake
APOM,pork_0,0.135281034,-2.223526387,2.494088455,0.910504063,Food intake
EGFR,pork_0,4.424765899,0.477471814,8.372059984,0.02804914,Food intake
GHRL,pork_0,-0.03871733,-0.854464602,0.777029941,0.92588664,Food intake
GDF15,potatoes_baked_boiled_0,-2.672271726,-7.108266057,1.763722605,0.237763084,Food intake
LGALS4,potatoes_baked_boiled_0,-1.572142185,-5.201262852,2.056978482,0.395876452,Food intake
APOM,potatoes_baked_boiled_0,0.301776375,-6.591411683,7.194964434,0.931623762,Food intake
EGFR,potatoes_baked_boiled_0,5.615600052,-5.909326353,17.14052646,0.339606868,Food intake
GHRL,potatoes_baked_boiled_0,1.34604973,-1.04217282,3.73427228,0.269338106,Food intake
GDF15,potatoes_fried_roast_0,1.378758069,-2.227472629,4.984988767,0.453673011,Food intake
LGALS4,potatoes_fried_roast_0,-1.501217901,-4.463113296,1.460677495,0.320551258,Food intake
APOM,potatoes_fried_roast_0,2.834410212,-2.802732672,8.471553095,0.324417631,Food intake
EGFR,potatoes_fried_roast_0,6.450201121,-2.917821524,15.81822377,0.177218515,Food intake
GHRL,potatoes_fried_roast_0,-0.724224029,-2.662621624,1.214173566,0.464020903,Food intake
GDF15,potatoes_mashed_0,-0.587265836,-3.184759789,2.010228116,0.657687198,Food intake
LGALS4,potatoes_mashed_0,-0.833966282,-2.97148879,1.303556226,0.444481125,Food intake
APOM,potatoes_mashed_0,-1.339063833,-5.391561948,2.713434282,0.517245676,Food intake
EGFR,potatoes_mashed_0,-7.028526283,-13.77484409,-0.282208473,0.041192801,Food intake
GHRL,potatoes_mashed_0,-0.418614366,-1.815887344,0.978658612,0.557092731,Food intake
GDF15,poultry_0,-1.593841364,-4.526690239,1.339007511,0.286852002,Food intake
LGALS4,poultry_0,-0.437777165,-2.838488302,1.962933972,0.720798867,Food intake
APOM,poultry_0,2.436269846,-2.149815028,7.02235472,0.297821356,Food intake
EGFR,poultry_0,9.59597821,1.979187897,17.21276852,0.013562734,Food intake
GHRL,poultry_0,0.388575816,-1.187249331,1.964400963,0.628898442,Food intake
GDF15,meat_processed_0,0.257041581,-1.405544069,1.91962723,0.761885459,Food intake
LGALS4,meat_processed_0,0.242095671,-1.116024382,1.600215724,0.726815083,Food intake
APOM,meat_processed_0,0.019833301,-2.578685544,2.618352147,0.988064908,Food intake
EGFR,meat_processed_0,1.012522568,-3.30677369,5.331818827,0.645923803,Food intake
GHRL,meat_processed_0,-0.741785827,-1.636655753,0.153084099,0.104276158,Food intake
GDF15,salad_raw_0,-1.017371924,-2.936481336,0.901737488,0.298825812,Food intake
LGALS4,salad_raw_0,0.277666996,-1.289026799,1.84436079,0.728326134,Food intake
APOM,salad_raw_0,1.525460926,-1.478581612,4.529503465,0.319636531,Food intake
EGFR,salad_raw_0,4.264976867,-0.720191787,9.250145521,0.093622445,Food intake
GHRL,salad_raw_0,1.352812786,0.324468052,2.38115752,0.009946461,Food intake
GDF15,milk_rice_oat_0,-0.074552801,-0.74206241,0.592956808,0.826730734,Food intake
LGALS4,milk_rice_oat_0,-0.385047338,-0.929078497,0.158983821,0.165425029,Food intake
APOM,milk_rice_oat_0,-1.175661085,-2.213935638,-0.137386532,0.026497188,Food intake
EGFR,milk_rice_oat_0,-2.479645949,-4.212865152,-0.746426745,0.005060233,Food intake
GHRL,milk_rice_oat_0,0.128221999,-0.229334561,0.48577856,0.482169072,Food intake
GDF15,vegetable_root_0,-2.019878082,-3.754878694,-0.28487747,0.022531561,Food intake
LGALS4,vegetable_root_0,-1.913145794,-3.337480796,-0.488810792,0.008491919,Food intake
APOM,vegetable_root_0,1.481910162,-1.231510314,4.195330639,0.284468272,Food intake
EGFR,vegetable_root_0,3.688786906,-0.819504534,8.197078347,0.108827066,Food intake
GHRL,vegetable_root_0,0.610864714,-0.32438724,1.546116667,0.200530537,Food intake
GDF15,sweetened_beverages_low_sugar_0,20.85844905,10.61294605,31.10395206,6.67E-05,Food intake
LGALS4,sweetened_beverages_low_sugar_0,22.95671496,14.54395908,31.36947084,9.15E-08,Food intake
APOM,sweetened_beverages_low_sugar_0,-42.04609005,-57.99015269,-26.10202741,2.42E-07,Food intake
EGFR,sweetened_beverages_low_sugar_0,-16.59980757,-43.2439962,10.04438107,0.222091075,Food intake
GHRL,sweetened_beverages_low_sugar_0,-18.91341402,-24.4107365,-13.41609155,1.67E-11,Food intake
GDF15,sweetened_beverages_sugar_0,9.460994126,-0.438698908,19.36068716,0.06109395,Food intake
LGALS4,sweetened_beverages_sugar_0,0.797157407,-7.204117564,8.798432377,0.845188075,Food intake
APOM,sweetened_beverages_sugar_0,-13.20414538,-28.65242833,2.244137569,0.093930438,Food intake
EGFR,sweetened_beverages_sugar_0,-8.014700048,-33.7393381,17.70993801,0.541456512,Food intake
GHRL,sweetened_beverages_sugar_0,-12.96243991,-18.25274544,-7.672134375,1.60E-06,Food intake
GDF15,samosa_0,0.090679481,-0.252798123,0.434157086,0.604866096,Food intake
LGALS4,samosa_0,0.091650873,-0.185860977,0.369162724,0.517461123,Food intake
APOM,samosa_0,0.235424556,-0.288439507,0.75928862,0.378451646,Food intake
EGFR,samosa_0,-0.222167331,-1.114510496,0.670175834,0.625583418,Food intake
GHRL,samosa_0,0.00679809,-0.177117954,0.190714135,0.942248893,Food intake
GDF15,sauces_high_FA_0,-0.642950216,-1.625248705,0.339348273,0.199579815,Food intake
LGALS4,sauces_high_FA_0,-0.419573148,-1.219761276,0.380614981,0.30412903,Food intake
APOM,sauces_high_FA_0,0.318055737,-1.218257448,1.854368921,0.684929607,Food intake
EGFR,sauces_high_FA_0,1.812827287,-0.739093487,4.364748061,0.163870385,Food intake
GHRL,sauces_high_FA_0,0.257285254,-0.272070154,0.786640662,0.340819668,Food intake
GDF15,sauces_low_FA_0,-1.686488546,-2.799795656,-0.573181436,0.002997176,Food intake
LGALS4,sauces_low_FA_0,-0.589113493,-1.508338875,0.330111889,0.209120244,Food intake
APOM,sauces_low_FA_0,-0.053737896,-1.792011733,1.68453594,0.95168638,Food intake
EGFR,sauces_low_FA_0,0.649510318,-2.244556701,3.543577336,0.660043633,Food intake
GHRL,sauces_low_FA_0,-0.021145912,-0.622145012,0.579853187,0.94502297,Food intake
GDF15,milk_semi_skimmed_0,8.122885281,0.719827826,15.52594274,0.031545954,Food intake
LGALS4,milk_semi_skimmed_0,-4.387751576,-10.46047833,1.684975179,0.156778284,Food intake
APOM,milk_semi_skimmed_0,-17.07144707,-28.67240752,-5.470486619,0.003936001,Food intake
EGFR,milk_semi_skimmed_0,-8.569000136,-27.80703337,10.6690331,0.382688677,Food intake
GHRL,milk_semi_skimmed_0,-1.807336362,-5.784688313,2.17001559,0.373162648,Food intake
GDF15,shellfish_0,0.143216204,-0.587471507,0.873903915,0.700873682,Food intake
LGALS4,shellfish_0,0.242003008,-0.361739783,0.845745798,0.43211178,Food intake
APOM,shellfish_0,-0.618613111,-1.751206816,0.513980594,0.284423699,Food intake
EGFR,shellfish_0,-1.056479453,-2.9546394,0.841680494,0.275363062,Food intake
GHRL,shellfish_0,0.004507556,-0.389865218,0.398880329,0.982128103,Food intake
GDF15,milk_skimmed_cholesterol_lowering_0,-3.740083239,-8.724645231,1.244478753,0.141436075,Food intake
LGALS4,milk_skimmed_cholesterol_lowering_0,1.9988415,-2.097588116,6.095271115,0.33892351,Food intake
APOM,milk_skimmed_cholesterol_lowering_0,-15.58016292,-23.35244639,-7.807879451,8.61E-05,Food intake
EGFR,milk_skimmed_cholesterol_lowering_0,18.16516476,5.22034376,31.10998575,0.005967706,Food intake
GHRL,milk_skimmed_cholesterol_lowering_0,-0.667668574,-3.349753696,2.014416548,0.625631282,Food intake
GDF15,savoury_scks_0,0.899899446,-0.05353457,1.853333461,0.064367141,Food intake
LGALS4,savoury_scks_0,1.062597959,0.282572348,1.842623569,0.007602854,Food intake
APOM,savoury_scks_0,-0.139946072,-1.628320729,1.348428584,0.853792976,Food intake
EGFR,savoury_scks_0,-2.089794727,-4.566897677,0.387308223,0.098270253,Food intake
GHRL,savoury_scks_0,-0.343787218,-0.855597587,0.168023151,0.188040877,Food intake
GDF15,soups_0,-3.827390249,-7.797137592,0.142357094,0.058841259,Food intake
LGALS4,soups_0,-1.578172681,-4.822959154,1.666613792,0.340485172,Food intake
APOM,soups_0,-0.075124971,-6.250849484,6.100599541,0.980979231,Food intake
EGFR,soups_0,-9.548950742,-19.86239814,0.764496657,0.069614988,Food intake
GHRL,soups_0,-1.620888174,-3.759041999,0.517265652,0.137374873,Food intake
GDF15,milk_soy_0,-2.0429907,-4.197448426,0.111467025,0.063130542,Food intake
LGALS4,milk_soy_0,-0.321579114,-2.091282837,1.448124609,0.721737355,Food intake
APOM,milk_soy_0,-1.438541634,-4.801668967,1.924585699,0.401860454,Food intake
EGFR,milk_soy_0,1.75165274,-3.846745403,7.350050883,0.539735392,Food intake
GHRL,milk_soy_0,0.936015989,-0.212338604,2.084370582,0.110187049,Food intake
GDF15,meat_substitutes_soy_0,-0.32255459,-0.695705762,0.050596582,0.090269371,Food intake
LGALS4,meat_substitutes_soy_0,0.110664992,-0.191120527,0.412450511,0.472336926,Food intake
APOM,meat_substitutes_soy_0,-0.189737439,-0.776359507,0.396884629,0.526145623,Food intake
EGFR,meat_substitutes_soy_0,-0.76515841,-1.734622765,0.204305945,0.121926901,Food intake
GHRL,meat_substitutes_soy_0,-0.010445193,-0.203190033,0.182299648,0.915415569,Food intake
GDF15,spirits_0,1.238940681,0.62380947,1.854071892,7.97E-05,Food intake
LGALS4,spirits_0,0.567600706,0.056753021,1.078448391,0.029460672,Food intake
APOM,spirits_0,2.12688751,1.163358852,3.090416167,1.54E-05,Food intake
EGFR,spirits_0,0.874006621,-0.72568834,2.473701582,0.284276267,Food intake
GHRL,spirits_0,0.658057019,0.325839997,0.990274042,1.04E-04,Food intake
GDF15,sushi_0,0.250789461,-0.92587169,1.427450612,0.67614981,Food intake
LGALS4,sushi_0,-0.024249976,-0.984898731,0.93639878,0.96054134,Food intake
APOM,sushi_0,1.964016699,0.130573016,3.797460383,0.035803967,Food intake
EGFR,sushi_0,1.872041932,-1.184607511,4.928691375,0.230032235,Food intake
GHRL,sushi_0,0.35824735,-0.2728091,0.989303799,0.265891816,Food intake
GDF15,sweets_other_0,0.208002285,-0.486893496,0.902898066,0.557441438,Food intake
LGALS4,sweets_other_0,0.742344615,0.172923191,1.31176604,0.010634287,Food intake
APOM,sweets_other_0,-0.046609641,-1.129340616,1.036121335,0.93276229,Food intake
EGFR,sweets_other_0,-2.21648876,-4.021114708,-0.411862812,0.016097002,Food intake
GHRL,sweets_other_0,-0.236212437,-0.611933069,0.139508195,0.217910413,Food intake
GDF15,tea_0,3.283890106,-14.43290876,21.00068897,0.71640022,Food intake
LGALS4,tea_0,2.601420005,-11.93382306,17.13666307,0.725762954,Food intake
APOM,tea_0,18.46435927,-9.233158256,46.1618768,0.191392218,Food intake
EGFR,tea_0,27.99544948,-18.0279587,74.01885767,0.233214077,Food intake
GHRL,tea_0,17.49740051,7.967150577,27.02765043,3.22E-04,Food intake
GDF15,tea_decaffeited_0,-13.20848279,-23.07050536,-3.346460231,0.008682407,Food intake
LGALS4,tea_decaffeited_0,-9.065252782,-17.16971937,-0.96078619,0.028388949,Food intake
APOM,tea_decaffeited_0,-15.53612279,-30.94337966,-0.128865916,0.04815309,Food intake
EGFR,tea_decaffeited_0,-10.01231319,-35.64472461,15.62009822,0.443948861,Food intake
GHRL,tea_decaffeited_0,1.38048036,-3.905823372,6.666784092,0.608785561,Food intake
GDF15,tomatoes_0,-2.507277991,-5.474120687,0.459564706,0.097691682,Food intake
LGALS4,tomatoes_0,1.684769564,-0.745490083,4.11502921,0.174272668,Food intake
APOM,tomatoes_0,5.46953624,0.821171403,10.11790108,0.021127774,Food intake
EGFR,tomatoes_0,10.16785907,2.462237722,17.87348042,0.009722279,Food intake
GHRL,tomatoes_0,3.113135934,1.517541555,4.708730312,1.32E-04,Food intake
GDF15,vegetable_dips_0,-0.068705898,-0.308003909,0.170592112,0.573633743,Food intake
LGALS4,vegetable_dips_0,-0.116801806,-0.31280345,0.079199838,0.24285138,Food intake
APOM,vegetable_dips_0,0.158033894,-0.215464995,0.531532783,0.40696548,Food intake
EGFR,vegetable_dips_0,0.0654097,-0.556289017,0.687108418,0.836632527,Food intake
GHRL,vegetable_dips_0,0.099346847,-0.029658561,0.228352254,0.131250153,Food intake
GDF15,meatsubstitutes_vegetarian_0,-0.308853354,-1.425897519,0.80819081,0.587894855,Food intake
LGALS4,meatsubstitutes_vegetarian_0,0.0027767,-0.912407073,0.917960473,0.995255495,Food intake
APOM,meatsubstitutes_vegetarian_0,0.633400509,-1.102747913,2.36954893,0.474598425,Food intake
EGFR,meatsubstitutes_vegetarian_0,-0.342521973,-3.244607438,2.559563491,0.817067373,Food intake
GHRL,meatsubstitutes_vegetarian_0,-0.085599538,-0.688120766,0.516921689,0.780675101,Food intake
GDF15,vegetable_other_0,-1.709928433,-5.92225351,2.502396644,0.426280931,Food intake
LGALS4,vegetable_other_0,-0.54825852,-3.999024936,2.902507896,0.75550609,Food intake
APOM,vegetable_other_0,7.06619374,0.475877079,13.6565104,0.035633204,Food intake
EGFR,vegetable_other_0,2.439983923,-8.503808553,13.3837764,0.662134896,Food intake
GHRL,vegetable_other_0,1.970748154,-0.28500167,4.226497978,0.086879051,Food intake
GDF15,vegetable_side_dishes_0,-0.366745806,-1.480456155,0.746964542,0.518677078,Food intake
LGALS4,vegetable_side_dishes_0,-0.034384164,-0.95538126,0.886612931,0.941670859,Food intake
APOM,vegetable_side_dishes_0,1.350890641,-0.411064664,3.112845945,0.132960019,Food intake
EGFR,vegetable_side_dishes_0,1.32021418,-1.573084202,4.213512562,0.371173772,Food intake
GHRL,vegetable_side_dishes_0,0.266478395,-0.335311456,0.868268246,0.385483358,Food intake
GDF15,water_0,17.70375395,-2.905044574,38.31255246,0.092286149,Food intake
LGALS4,water_0,24.26385027,7.435246639,41.0924539,0.004727709,Food intake
APOM,water_0,-16.61712686,-48.80960275,15.57534904,0.311718421,Food intake
EGFR,water_0,30.85302709,-22.69364451,84.39969868,0.258804637,Food intake
GHRL,water_0,-0.030984159,-11.09332072,11.0313524,0.995620107,Food intake
GDF15,fish_white_tinned_tu_0,-1.079015962,-2.814055428,0.656023504,0.222923832,Food intake
LGALS4,fish_white_tinned_tu_0,0.168744103,-1.258416334,1.59590454,0.816745452,Food intake
APOM,fish_white_tinned_tu_0,0.987735647,-1.73229047,3.707761763,0.476654951,Food intake
EGFR,fish_white_tinned_tu_0,1.987126749,-2.520670014,6.494923511,0.387621619,Food intake
GHRL,fish_white_tinned_tu_0,0.247785475,-0.679884485,1.175455435,0.600631195,Food intake
GDF15,milk_whole_0,0.253282288,-3.02185507,3.528419646,0.87952757,Food intake
LGALS4,milk_whole_0,-1.63046459,-4.197294695,0.936365514,0.213180305,Food intake
APOM,milk_whole_0,9.785647178,4.73916491,14.83212945,1.46E-04,Food intake
EGFR,milk_whole_0,3.044235459,-5.464164497,11.55263542,0.483164174,Food intake
GHRL,milk_whole_0,1.277067198,-0.491381916,3.045516313,0.157004693,Food intake
GDF15,wine_fortified_0,0.09845972,-0.32749878,0.524418221,0.65053151,Food intake
LGALS4,wine_fortified_0,0.352899716,-0.014708038,0.720507471,0.059938697,Food intake
APOM,wine_fortified_0,0.346181612,-0.358574001,1.050937226,0.335705851,Food intake
EGFR,wine_fortified_0,0.236039099,-0.870586702,1.3426649,0.675920959,Food intake
GHRL,wine_fortified_0,0.191369399,-0.051232017,0.433970815,0.122133978,Food intake
GDF15,wine_red_0,-11.48865197,-18.42848615,-4.548817781,0.001181338,Food intake
LGALS4,wine_red_0,-8.561715421,-14.27571502,-2.847715825,0.003327262,Food intake
APOM,wine_red_0,51.18071688,40.37523334,61.98620042,2.14E-20,Food intake
EGFR,wine_red_0,23.21057242,5.175923359,41.24522147,0.011674813,Food intake
GHRL,wine_red_0,12.59653184,8.855177167,16.33788651,4.44E-11,Food intake
GDF15,wine_white_0,-7.962515945,-13.78097264,-2.144059248,0.007330816,Food intake
LGALS4,wine_white_0,0.700062425,-4.078349374,5.478474224,0.774009679,Food intake
APOM,wine_white_0,33.38564259,24.32699281,42.44429237,5.60E-13,Food intake
EGFR,wine_white_0,6.656038233,-8.466882454,21.77895892,0.388365784,Food intake
GHRL,wine_white_0,9.579246523,6.474494565,12.68399848,1.55E-09,Food intake
GDF15,cream_0,-0.193570787,-0.419424381,0.032282807,0.093037311,Food intake
LGALS4,cream_0,-0.13246362,-0.317422303,0.052495064,0.160456173,Food intake
APOM,cream_0,0.253059592,-0.098159049,0.604278233,0.157937767,Food intake
EGFR,cream_0,0.010093327,-0.576780872,0.596967526,0.973110664,Food intake
GHRL,cream_0,-0.073982145,-0.195221019,0.047256729,0.23173452,Food intake
GDF15,TFA_0,0.029447798,-0.010819321,0.069714917,0.151803242,Food intake
LGALS4,TFA_0,-0.02873432,-0.061714492,0.004245852,0.087747115,Food intake
APOM,TFA_0,0.017091729,-0.046035865,0.080219322,0.595672329,Food intake
EGFR,TFA_0,0.022823333,-0.081802717,0.127449384,0.668991313,Food intake
GHRL,TFA_0,-0.018980149,-0.040536925,0.002576627,0.084446027,Food intake
GDF15,White_blood_cell_leukocyte_count,0.846583759,0.811644505,0.881523014,1.00E-10,Biochemical indicators
LGALS4,White_blood_cell_leukocyte_count,0.328046977,0.298662504,0.35743145,1.25E-105,Biochemical indicators
APOM,White_blood_cell_leukocyte_count,-0.56951438,-0.626381715,-0.512647046,1.86E-85,Biochemical indicators
EGFR,White_blood_cell_leukocyte_count,-0.716908514,-0.814357248,-0.61945978,4.88E-47,Biochemical indicators
GHRL,White_blood_cell_leukocyte_count,-0.03783239,-0.057152235,-0.018512545,1.24E-04,Biochemical indicators
GDF15,C_reactive_protein,1.705031233,1.629447753,1.780614713,1.00E-10,Biochemical indicators
LGALS4,C_reactive_protein,0.619278693,0.555471091,0.683086296,2.19E-80,Biochemical indicators
APOM,C_reactive_protein,-1.521200192,-1.644069131,-1.398331254,2.66E-129,Biochemical indicators
EGFR,C_reactive_protein,-1.578639241,-1.789293347,-1.367985135,9.77E-49,Biochemical indicators
GHRL,C_reactive_protein,-0.314551116,-0.356577491,-0.272524742,1.28E-48,Biochemical indicators
GDF15,Lymphocyte_count,0.131681038,0.112101663,0.151260412,1.30E-39,Biochemical indicators
LGALS4,Lymphocyte_count,0.070632435,0.054381322,0.086883548,1.66E-17,Biochemical indicators
APOM,Lymphocyte_count,-0.09357622,-0.12497151,-0.062180929,5.20E-09,Biochemical indicators
EGFR,Lymphocyte_count,0.167971007,0.114379166,0.221562848,8.16E-10,Biochemical indicators
GHRL,Lymphocyte_count,0.008630096,-0.001835327,0.01909552,0.106047944,Biochemical indicators
GDF15,Lymphocyte_percentage,-1.526849231,-1.657266965,-1.396431496,6.42E-116,Biochemical indicators
LGALS4,Lymphocyte_percentage,-0.399539853,-0.507752859,-0.291326846,4.67E-13,Biochemical indicators
APOM,Lymphocyte_percentage,1.089608336,0.880697,1.298519672,1.66E-24,Biochemical indicators
EGFR,Lymphocyte_percentage,5.077152196,4.721564513,5.432739878,5.20E-171,Biochemical indicators
GHRL,Lymphocyte_percentage,0.212206314,0.141011531,0.283401096,5.19E-09,Biochemical indicators
GDF15,Monocyte_count,0.059526044,0.056040778,0.06301131,5.45E-243,Biochemical indicators
LGALS4,Monocyte_count,0.025125034,0.022226335,0.028023733,1.53E-64,Biochemical indicators
APOM,Monocyte_count,-0.050102965,-0.055558058,-0.044647871,3.22E-72,Biochemical indicators
EGFR,Monocyte_count,-0.07562797,-0.08523799,-0.06601795,1.49E-53,Biochemical indicators
GHRL,Monocyte_count,-0.005530704,-0.007440542,-0.003620866,1.39E-08,Biochemical indicators
GDF15,Monocyte_percentage,0.060658359,0.01575969,0.105557027,0.008101344,Biochemical indicators
LGALS4,Monocyte_percentage,0.044166821,0.007060545,0.081273096,0.019657176,Biochemical indicators
APOM,Monocyte_percentage,-0.156399807,-0.226993069,-0.085806545,1.41E-05,Biochemical indicators
EGFR,Monocyte_percentage,-0.375571015,-0.498263097,-0.252878933,1.99E-09,Biochemical indicators
GHRL,Monocyte_percentage,-0.047003728,-0.071313495,-0.02269396,1.51E-04,Biochemical indicators
GDF15,Neutrophill_count,0.628414889,0.60434358,0.652486197,1.00E-10,Biochemical indicators
LGALS4,Neutrophill_count,0.220620802,0.200338139,0.240903465,2.14E-100,Biochemical indicators
APOM,Neutrophill_count,-0.396864725,-0.436091214,-0.357638236,3.62E-87,Biochemical indicators
EGFR,Neutrophill_count,-0.78108992,-0.848238468,-0.713941372,1.81E-114,Biochemical indicators
GHRL,Neutrophill_count,-0.038488117,-0.051901392,-0.025074842,1.88E-08,Biochemical indicators
GDF15,Neutrophill_percentage,1.421560471,1.272389877,1.570731065,1.37E-77,Biochemical indicators
LGALS4,Neutrophill_percentage,0.262203256,0.138599536,0.385806976,3.22E-05,Biochemical indicators
APOM,Neutrophill_percentage,-0.769868829,-1.008400738,-0.53133692,2.54E-10,Biochemical indicators
EGFR,Neutrophill_percentage,-4.425762032,-4.833087621,-4.018436444,3.46E-100,Biochemical indicators
GHRL,Neutrophill_percentage,-0.13251018,-0.213782837,-0.051237522,0.001396264,Biochemical indicators
GDF15,Eosinophill_count,0.022317176,0.019927068,0.024707283,1.43E-74,Biochemical indicators
LGALS4,Eosinophill_count,0.014616567,0.012636478,0.016596656,2.41E-47,Biochemical indicators
APOM,Eosinophill_count,-0.025815948,-0.029642146,-0.02198975,7.43E-40,Biochemical indicators
EGFR,Eosinophill_count,-0.033654993,-0.040203417,-0.02710657,7.66E-24,Biochemical indicators
GHRL,Eosinophill_count,-0.003636469,-0.004934039,-0.002338899,3.97E-08,Biochemical indicators
GDF15,Eosinophill_percentage,0.023214593,-0.008931217,0.055360403,0.156952116,Biochemical indicators
LGALS4,Eosinophill_percentage,0.089997573,0.06342148,0.116573667,3.23E-11,Biochemical indicators
APOM,Eosinophill_percentage,-0.162598499,-0.21393418,-0.111262817,5.41E-10,Biochemical indicators
EGFR,Eosinophill_percentage,-0.216471811,-0.304321586,-0.128622036,1.37E-06,Biochemical indicators
GHRL,Eosinophill_percentage,-0.039161404,-0.056588417,-0.021734392,1.06E-05,Biochemical indicators
GDF15,Basophill_count,0.007080804,0.006205906,0.007955701,1.58E-56,Biochemical indicators
LGALS4,Basophill_count,0.002122564,0.001397062,0.002848066,9.86E-09,Biochemical indicators
APOM,Basophill_count,-0.003610352,-0.005013665,-0.00220704,4.61E-07,Biochemical indicators
EGFR,Basophill_count,-0.008686724,-0.011083008,-0.006290441,1.22E-12,Biochemical indicators
GHRL,Basophill_count,4.21E-04,-4.62E-05,8.89E-04,0.077393856,Biochemical indicators
GDF15,Basophill_percentage,0.0208592,0.010736874,0.030981525,5.38E-05,Biochemical indicators
LGALS4,Basophill_percentage,0.002965467,-0.005414765,0.011345698,0.48796036,Biochemical indicators
APOM,Basophill_percentage,-0.001370589,-0.01757787,0.014836692,0.868356915,Biochemical indicators
EGFR,Basophill_percentage,-0.059570932,-0.087239238,-0.031902626,2.45E-05,Biochemical indicators
GHRL,Basophill_percentage,0.006809557,0.001298524,0.01232059,0.015448454,Biochemical indicators
GDF15,Platelet_count,2.123752214,1.115045474,3.132458953,3.69E-05,Biochemical indicators
LGALS4,Platelet_count,4.008763882,3.177002051,4.840525714,3.66E-21,Biochemical indicators
APOM,Platelet_count,17.0839155,15.4818241,18.6860069,1.40E-96,Biochemical indicators
EGFR,Platelet_count,1.592157967,-1.166117016,4.35043295,0.257913543,Biochemical indicators
GHRL,Platelet_count,0.449726748,-0.099188799,0.998642295,0.108324378,Biochemical indicators
GDF15,Mean_platelet_thrombocyte_volume,0.021617552,0.002787478,0.040447627,0.024446668,Biochemical indicators
LGALS4,Mean_platelet_thrombocyte_volume,-0.002776118,-0.018302107,0.01274987,0.72600205,Biochemical indicators
APOM,Mean_platelet_thrombocyte_volume,-0.275905954,-0.3058626,-0.245949308,1.31E-72,Biochemical indicators
EGFR,Mean_platelet_thrombocyte_volume,-0.06789188,-0.119373177,-0.016410584,0.009748113,Biochemical indicators
GHRL,Mean_platelet_thrombocyte_volume,-0.033078884,-0.043307786,-0.022849981,2.34E-10,Biochemical indicators
GDF15,Platelet_crit,0.002179238,0.00136292,0.002995556,1.68E-07,Biochemical indicators
LGALS4,Platelet_crit,0.003300621,0.002626785,0.003974457,8.32E-22,Biochemical indicators
APOM,Platelet_crit,0.009429016,0.008127946,0.010730086,1.06E-45,Biochemical indicators
EGFR,Platelet_crit,4.51E-04,-0.001781129,0.002683772,0.69193372,Biochemical indicators
GHRL,Platelet_crit,-3.41E-04,-7.85E-04,1.04E-04,0.132922258,Biochemical indicators
GDF15,Platelet_distribution_width,0.030431846,0.02141958,0.039444112,3.67E-11,Biochemical indicators
LGALS4,Platelet_distribution_width,0.011079487,0.00363868,0.018520294,0.003519692,Biochemical indicators
APOM,Platelet_distribution_width,-0.076134493,-0.090511908,-0.061757077,3.28E-25,Biochemical indicators
EGFR,Platelet_distribution_width,-0.077375328,-0.102016655,-0.052734002,7.59E-10,Biochemical indicators
GHRL,Platelet_distribution_width,-2.52E-04,-0.005150521,0.004647079,0.919780151,Biochemical indicators
GDF15,Glycated_haemoglobin_HbA1c,3.636561035,3.521269928,3.751852142,1.00E-10,Biochemical indicators
LGALS4,Glycated_haemoglobin_HbA1c,2.658566488,2.562596158,2.754536817,1.00E-10,Biochemical indicators
APOM,Glycated_haemoglobin_HbA1c,-2.429692669,-2.619360661,-2.240024677,3.14E-138,Biochemical indicators
EGFR,Glycated_haemoglobin_HbA1c,2.167616022,1.841862385,2.493369658,8.20E-39,Biochemical indicators
GHRL,Glycated_haemoglobin_HbA1c,-0.650361935,-0.715105081,-0.585618788,5.89E-86,Biochemical indicators
GDF15,IGF_1,-0.850271617,-0.946895084,-0.753648151,1.84E-66,Biochemical indicators
LGALS4,IGF_1,-0.672602401,-0.752619604,-0.592585198,8.14E-61,Biochemical indicators
APOM,IGF_1,0.158408378,0.003164745,0.313652012,0.04551455,Biochemical indicators
EGFR,IGF_1,1.367012157,1.101454178,1.632570135,6.50E-24,Biochemical indicators
GHRL,IGF_1,0.292725352,0.239911007,0.345539698,1.86E-27,Biochemical indicators
GDF15,LDL_direct,-0.256860257,-0.271987139,-0.241733376,3.42E-240,Biochemical indicators
LGALS4,LDL_direct,-0.223184514,-0.23567344,-0.210695587,1.88E-265,Biochemical indicators
APOM,LDL_direct,1.087262284,1.064797824,1.109726744,1.00E-10,Biochemical indicators
EGFR,LDL_direct,0.977949485,0.936982569,1.018916402,1.00E-10,Biochemical indicators
GHRL,LDL_direct,0.131332669,0.123089374,0.139575963,5.90E-212,Biochemical indicators
GDF15,Lipoprotein_A,-0.773779904,-1.750381356,0.202821549,0.120451059,Biochemical indicators
